
27.,江西财经大学学报,江西财经大学,CN36-1224/F
28.,金融经济学研究,广东金融学院,CN44-1696/F
29.,金融研究,中国金融学会,CN11-1268/F
30.,经济经纬,河南财经政法大学,CN41-1421/F
31.,经济科学,北京大学,CN11-1564/F
32.,经济理论与经济管理,中国人民大学,CN11-1517/F
33.,经济评论,武汉大学,CN42-1348/F
34.,经济社会体制比较,世界发展战略研究部,CN11-1591/F
35.,经济问题,山西省社会科学院,CN14-1058/F
36.,经济问题探索,云南省发展和改革委员会,CN53-1006/F
37.,经济学(季刊),北京大学中国经济研究中心
CN,11-6010/F
38.,经济学动态,中国社会科学院经济研究所,CN11-1057/F
39.,经济学家,西南财经大学,CN51-1312/F
40.,经济研究,中国社会科学院经济研究所,CN11-1081/F
41.,经济与管理研究,首都经济贸易大学,CN11-1384/F
42.,经济纵横,吉林省社会科学院,CN22-1054/F
43.,南方经济,广东经济学会、广东省社会科学院,CN44-1068/F
44.,南开经济研究,南开大学经济学院,CN12-1028/F
45.,农村经济,四川省农业经济学会,CN51-1029/F
46.,农业技术经济,中国农业技术经济研究会,CN11-1883/S
47.,农业经济问题,中国农业经济学会,CN11-1323/F
48.,山西财经大学学报,山西财经大学,CN14-1221/F
49.,商业经济与管理,浙江工商大学,CN33-1336/F
50.,上海财经大学学报,上海财经大学,CN31-1817/C
51.,上海经济研究,上海社会科学院经济研究所,CN31-1163/F
52.,审计研究,中国审计学会,CN11-1024/F
53.,审计与经济研究,南京审计学院,CN32-1317/F
54.,世界经济,中国社会科学院世界经济与政治研究所,CN11-1138/F
55.,世界经济文汇,复旦大学,CN31-1139/F
56.,世界经济研究,上海社会科学院世界经济研究所,CN31-1048/F
57.,世界经济与政治论坛,江苏省社会科学院世界经济研究所,CN32-1544/F
58.,数量经济技术经济研究,数量经济与技术经济研究所,CN11-1087/F
59.,税务研究,中国税务杂志社,CN11-1011/F
60.,现代经济探讨,江苏省社会科学院,CN32-1566/F
61.,现代日本经济,吉林大学、全国日本经济学会,CN22-1065/F
62.,亚太经济,福建社会科学院,CN35-1014/F
63.,云南财经大学学报,云南财经大学,CN53-1209/F
64.,证券市场导报,深圳证劵交易所综合研究所,CN44-1343/F
65.,政治经济学评论,中国人民大学,CN11-5859/D
66.,中国工业经济,中国社会科学院工业经济研究所,CN11-3536/F
67.,中国经济问题,厦门大学经济研究所,CN35-1020/F
68.,中国农村观察,中国社会科学院农村发展研究所,CN11-3586/F
69.,中国农村经济,中国社会科学院农村发展研究所,CN11-1262/F
70.,中国社会经济史研究,厦门大学历史研究所,CN35-1023/F
71.,中国土地科学,中国土地学会、中国土地勘测规划院,CN11-2640/F
72.,中南财经政法大学学报,中南财经政法大学,CN42-1663/F
73.,中央财经大学学报,中央财经大学,CN11-3846/F
序号,期刊名称,主办(管)单位,CN号
1.,北京行政学院学报,北京行政学院,CN11-4054/D
2.,当代亚太,中国社会科学院亚洲太平洋研究所等,CN11-3706/C
3.,德国研究,同济大学德国问题研究所,CN31-2032/C
4.,东北亚论坛,吉林大学,CN22-1180/C
5.,东南亚研究,暨南大学东南亚研究所,CN44-1124/D
6.,俄罗斯东欧中亚研究,中国社会科学院俄罗斯东欧中亚研究所,CN11-4809/D
7.,公共行政评论,广东省行政体制改革研究中心,CN44-1648/D
8.,国际观察,上海外国语大学,CN31-1642/D
9.,国际论坛,北京外国语大学,CN11-3959/D
10.,国际问题研究,中国国际问题研究所,CN11-1504/D
11.,国际政治研究,北京大学,CN11-4782/D
12.,国家行政学院学报,国家行政学院,CN11-4097/D
13.,行政论坛,黑龙江省行政学院,CN23-1360/D
14.,江苏行政学院学报,江苏省行政学院,CN32-1562/C
15.,理论探索,中共山西省委党校、山西行政学院,CN14-1079/C
16.,理论探讨,中共黑龙江省委党校,CN23-1013/D
17.,理论学刊,中共山东省委党校,CN37-1059/D
18.,理论与改革,中共中央四川省委党校,CN51-1036/D
19.,美国研究,中国社会科学院美国研究所、中华美国学会,CN11-1170/C
20.,南亚研究,中国社会科学院亚洲太平洋研究所等,CN11-1306/C
21.,南洋问题研究,厦门大学南洋研究院,CN35-1054/C
22.,欧洲研究,中国社会科学院欧洲研究所,CN11-4899/C
23.,日本学刊,中国社会科学院日本研究所、中华日本学会,CN11-2747/D
24.,上海行政学院学报,上海行政学院,CN31-1815
25.,世界经济与政治,中国社会科学院世界经济与政治研究所,CN11-1343/F
26.,台湾研究集刊,厦门大学台湾研究院,CN35-1022/C
27.,太平洋学报,中国太平洋学会,CN11-3152/K
28.,探索,中共重庆市委党校,CN50-1019/D
29.,外交评论(外交学院学报),外交学院,CN11-5370/D
30.,现代国际关系,中国现代国际关系研究院,CN11-1134/D
31.,政治学研究,中国社会科学院政治学研究所,CN11-1396/D
32.,中共中央党校学报,中共中央党校,CN11-3847/C
序号,期刊名称,主办(管)单位,CN号
1.,比较法研究,中国政法大学比较法研究所,CN11-3171/D
2.,当代法学,吉林大学,CN22-1051/D
3.,法律科学,西北政法大学,CN61-1470/D
4.,法商研究,中南财经政法大学,CN42-1664/D
5.,法学,华东政法大学,CN31-1050/D
6.,法学家,中国人民大学,CN11-3212/D
7.,法学论坛,山东省法学会,CN37-1343/D
8.,法学评论,武汉大学,CN42-1086/D
9.,法学研究,中国社会科学院法学研究所,CN11-1162/D
10.,法学杂志,北京市法学会,CN11-1648/D
11.,法制与社会发展,吉林大学,CN22-1243/D
12.,华东政法大学学报,华东政法大学,CN31-2005/D
13.,环球法律评论,中国社会科学院法学研究所,CN11-4560/D
14.,清华法学,清华大学,CN11-5594/D
15.,现代法学,西南政法大学,CN50-1020/D
16.,政法论丛,山东政法学院,CN37-1016/D
17.,政法论坛,中国政法大学,CN11-5608/D
18.,政治与法律,上海社会科学院法学研究所,CN31-1106/D
19.,知识产权,中国知识产权研究会,CN11-2760/N
20.,中国法学,中国法学会,CN11-1030/D
21.,中外法学,北京大学,CN11-2447/D
序号,期刊名称,主办(管)单位,CN号
1.,妇女研究论丛,全国妇联妇女研究所、中国妇女研究会,CN11-2876/C
2.,青年研究,中国社会科学院社会学研究所,CN11-3280/C
3.,人口学刊,吉林大学,CN22-1017/C
4.,人口研究,中国人民大学,CN11-1489/C
5.,人口与发展,北京大学,CN11-5646/F
6.,人口与经济,首都经济贸易大学,CN11-1115/F
7.,社会,上海大学,CN31-1123/C
8.,社会学研究,中国社会科学院社会学研究所,CN11-1100/C
9.,中国青年研究,中国青少年研究中心、中国青少年研究会,CN11-2579/D
10.,中国人口科学,中国社会科学院人口与劳动经济研究所,CN11-1043/C
序号,期刊名称,主办(管)单位,CN号
1,北方民族大学学报,北方民族大学,CN64-1065/G4
2,广西民族大学学报(哲学社会科学版),广西民族大学,CN45-1349/C
3,广西民族研究,广西壮族自治区民族问题研究中心,CN45-1041/C
4,贵州民族研究,贵州省民族研究所,CN52-1001/C
5,民俗研究,山东大学,CN37-1178/K
6,民族教育研究,中央民族大学,CN11-2688/G4
7,民族研究,中国社会科学院民族学与人类学研究所,CN11-1217/C
8,青海民族研究,青海民族大学民族学与社会学学院等,CN63-1016/C
9,世界民族,中国社会科学院民族学与人类学研究所,CN11-3673/C
10,西北民族研究,西北民族大学,CN62-1035/D
11,西南民族大学学报(人文社科版),西南民族大学,CN51-1671/C
12,中国藏学,中国藏学研究中心,CN11-1725/C
13,中南民族大学学报(人文社会科学版),中南民族大学,CN42-1074/C
14,中央民族大学学报(哲学社会科学版),中央民族大学,CN11-3530/C
序号,期刊名称,主办(管)单位,CN号
1,编辑学报,中国科学技术期刊编辑学会,CN11-2493/G3
2,编辑之友,山西出版传媒集团有限责任公司,CN14-1066/G2
3,出版发行研究,中国新闻出版研究院,CN11-1537/G2
4,出版科学,湖北省编辑学会、武汉大学,CN42-1618/G2
5,当代传播,新疆日报社、新疆新闻工作者协会,CN65-1201/G2
6,国际新闻界,中国人民大学,CN11-1523/G2
7,科技与出版,清华大学出版社有限公司,CN11-3209/G3
8,现代出版,中国大学出版社协会等,CN11-5979/G2
9,现代传播(中国传媒大学学报),中国传媒大学,CN11-5363/G2
10,新闻大学,复旦大学,CN31-1157/G2
11,新闻记者,文汇新民联合报业集团等,CN31-1171/G2
12,新闻与传播研究,中国社会科学院新闻与传播研究所,CN11-3320/G2
13,中国编辑,中国编辑学会、高等教育出版社,CN11-4795/G2
14,中国出版,新闻出版报社,CN11-2807/G2
15,中国科技期刊研究,中国科学院自然科学期刊编辑研究会等,CN11-2684/G3
序号,期刊名称,主办(管)单位,CN号
1.,大学图书馆学报,教育部高等学校图书情报工作指导委员会,CN11-2952/G2
2.,档案学通讯,中国人民大学,CN11-1450/G2
3.,档案学研究,中国档案学会,CN11-1226/G2
4.,国家图书馆学刊,中国国家图书馆,CN11-4099/G2
5.,情报科学,中国科技情报学会、吉林大学,CN22-1264/G2
6.,情报理论与实践,中国国防科学技术信息学会,CN11-1762/G3
7.,情报学报,中国科学技术情报学会、中国科学技术信息研究所,CN11-2257/G3
8.,情报杂志,陕西省科学技术信息研究所,CN61-1167/G3
9.,情报资料工作,中国人民大学,CN11-1448/G3
10.,图书馆,湖南图书馆,CN43-1031/G2
11.,图书馆工作与研究,天津图书馆、天津市图书馆协会等,CN12-1020/G2
12.,图书馆建设,黑龙江省图书馆学会、黑龙江省图书馆,CN23-1331/G2
13.,图书馆论坛,广东省中山图书馆,CN44-1306/G2
14.,图书馆学研究,吉林省图书馆,CN22-1052/G2
15.,图书馆杂志,上海市图书馆学会、上海图书馆,CN31-1108/G2
16.,图书情报工作,中国科学院文献情报中心(中国科学院图书馆),CN11-1541/G2
17.,图书情报知识,武汉大学信息管理学院,CN42-1085/G2
18.,图书与情报,甘肃省图书馆,CN62-1026/G2
